ахъшэ	PLACEHOLDER	N;NDEF;PL
ахъшэ	PLACEHOLDER	N;ERG;PL;DEF
ахъшэ	PLACEHOLDER	N;LGSPEC1;PL
ахъшэ	PLACEHOLDER	N;ERG;SG;DEF
ахъшэ	PLACEHOLDER	N;NOM;SG
ахъшэ	PLACEHOLDER	N;NOM;PL
ахъшэ	PLACEHOLDER	N;LGSPEC1;SG
ахъшэ	PLACEHOLDER	N;INS;PL;DEF
ахъшэ	PLACEHOLDER	N;INS;PL;NDEF
ахъшэ	PLACEHOLDER	N;INS;SG;DEF
ахъшэ	PLACEHOLDER	N;INS;SG;NDEF
ахъшэ	PLACEHOLDER	N;NDEF;SG
банэ	PLACEHOLDER	N;NDEF;PL
банэ	PLACEHOLDER	N;ERG;PL;DEF
банэ	PLACEHOLDER	N;LGSPEC1;PL
банэ	PLACEHOLDER	N;ERG;SG;DEF
банэ	PLACEHOLDER	N;NOM;SG
банэ	PLACEHOLDER	N;NOM;PL
банэ	PLACEHOLDER	N;LGSPEC1;SG
банэ	PLACEHOLDER	N;INS;PL;DEF
банэ	PLACEHOLDER	N;INS;PL;NDEF
банэ	PLACEHOLDER	N;INS;SG;DEF
банэ	PLACEHOLDER	N;INS;SG;NDEF
банэ	PLACEHOLDER	N;NDEF;SG
бжьыдзэ	PLACEHOLDER	N;NDEF;PL
бжьыдзэ	PLACEHOLDER	N;ERG;PL;DEF
бжьыдзэ	PLACEHOLDER	N;LGSPEC1;PL
бжьыдзэ	PLACEHOLDER	N;ERG;SG;DEF
бжьыдзэ	PLACEHOLDER	N;NOM;SG
бжьыдзэ	PLACEHOLDER	N;NOM;PL
бжьыдзэ	PLACEHOLDER	N;LGSPEC1;SG
бжьыдзэ	PLACEHOLDER	N;INS;PL;DEF
бжьыдзэ	PLACEHOLDER	N;INS;PL;NDEF
бжьыдзэ	PLACEHOLDER	N;INS;SG;DEF
бжьыдзэ	PLACEHOLDER	N;INS;SG;NDEF
бжьыдзэ	PLACEHOLDER	N;NDEF;SG
бжьыныху	PLACEHOLDER	N;NDEF;PL
бжьыныху	PLACEHOLDER	N;ERG;PL;DEF
бжьыныху	PLACEHOLDER	N;LGSPEC1;PL
бжьыныху	PLACEHOLDER	N;ERG;SG;DEF
бжьыныху	PLACEHOLDER	N;NOM;SG
бжьыныху	PLACEHOLDER	N;NOM;PL
бжьыныху	PLACEHOLDER	N;LGSPEC1;SG
бжьыныху	PLACEHOLDER	N;INS;PL;DEF
бжьыныху	PLACEHOLDER	N;INS;PL;NDEF
бжьыныху	PLACEHOLDER	N;INS;SG;DEF
бжьыныху	PLACEHOLDER	N;INS;SG;NDEF
бжьыныху	PLACEHOLDER	N;NDEF;SG
блэ	PLACEHOLDER	N;NDEF;PL
блэ	PLACEHOLDER	N;ERG;PL;DEF
блэ	PLACEHOLDER	N;LGSPEC1;PL
блэ	PLACEHOLDER	N;ERG;SG;DEF
блэ	PLACEHOLDER	N;NOM;SG
блэ	PLACEHOLDER	N;NOM;PL
блэ	PLACEHOLDER	N;LGSPEC1;SG
блэ	PLACEHOLDER	N;INS;PL;DEF
блэ	PLACEHOLDER	N;INS;PL;NDEF
блэ	PLACEHOLDER	N;INS;SG;DEF
блэ	PLACEHOLDER	N;INS;SG;NDEF
блэ	PLACEHOLDER	N;NDEF;SG
быдзы	PLACEHOLDER	N;NOM;PL
быдзы	PLACEHOLDER	N;INS;PL;DEF
быдзы	PLACEHOLDER	N;INS;PL;NDEF
быдзы	PLACEHOLDER	N;INS;SG;DEF
быдзы	PLACEHOLDER	N;INS;SG;NDEF
быдзы	PLACEHOLDER	N;ERG;SG;DEF
быдзы	PLACEHOLDER	N;ERG;PL;DEF
быдзы	PLACEHOLDER	N;LGSPEC1;PL
быдзы	PLACEHOLDER	N;LGSPEC1;SG
быдзы	PLACEHOLDER	N;NOM;SG
былым	PLACEHOLDER	N;NOM;PL
былым	PLACEHOLDER	N;INS;PL;DEF
былым	PLACEHOLDER	N;INS;PL;NDEF
былым	PLACEHOLDER	N;INS;SG;DEF
былым	PLACEHOLDER	N;INS;SG;NDEF
былым	PLACEHOLDER	N;ERG;SG;DEF
былым	PLACEHOLDER	N;ERG;PL;DEF
былым	PLACEHOLDER	N;LGSPEC1;PL
былым	PLACEHOLDER	N;LGSPEC1;SG
былым	PLACEHOLDER	N;NOM;SG
бэдрэжан	PLACEHOLDER	N;NDEF;PL
бэдрэжан	PLACEHOLDER	N;ERG;PL;DEF
бэдрэжан	PLACEHOLDER	N;LGSPEC1;PL
бэдрэжан	PLACEHOLDER	N;ERG;SG;DEF
бэдрэжан	PLACEHOLDER	N;NOM;SG
