gonjwa	PLACEHOLDER	ADJ;PL;LGSPEC1
gonjwa	PLACEHOLDER	ADJ;PL;LGSPEC7
gonjwa	PLACEHOLDER	ADJ;PL;LGSPEC6
gonjwa	PLACEHOLDER	ADJ;SG;LGSPEC8
gonjwa	PLACEHOLDER	ADJ;SG;LGSPEC6
gonjwa	PLACEHOLDER	ADJ;PL;LGSPEC4
gonjwa	PLACEHOLDER	ADJ;SG;LGSPEC5
gonjwa	PLACEHOLDER	ADJ;SG;LGSPEC7
gonjwa	PLACEHOLDER	ADJ;SG;LGSPEC2
gonjwa	PLACEHOLDER	ADJ;PL;LGSPEC9
gonjwa	PLACEHOLDER	ADJ;PL;LGSPEC5
gonjwa	PLACEHOLDER	ADJ;PL;LGSPEC2
gonjwa	PLACEHOLDER	ADJ;SG;LGSPEC4
gonjwa	PLACEHOLDER	ADJ;PL;LGSPEC3
gonjwa	PLACEHOLDER	ADJ;SG;LGSPEC3
gonjwa	PLACEHOLDER	ADJ;SG;LGSPEC1
gonjwa	PLACEHOLDER	ADJ;PL;LGSPEC8
gonjwa	PLACEHOLDER	ADJ;SG;LGSPEC9
heshimiwa	PLACEHOLDER	ADJ;PL;LGSPEC1
heshimiwa	PLACEHOLDER	ADJ;PL;LGSPEC7
heshimiwa	PLACEHOLDER	ADJ;PL;LGSPEC6
heshimiwa	PLACEHOLDER	ADJ;SG;LGSPEC8
heshimiwa	PLACEHOLDER	ADJ;SG;LGSPEC6
heshimiwa	PLACEHOLDER	ADJ;PL;LGSPEC4
heshimiwa	PLACEHOLDER	ADJ;SG;LGSPEC5
heshimiwa	PLACEHOLDER	ADJ;SG;LGSPEC7
heshimiwa	PLACEHOLDER	ADJ;SG;LGSPEC2
heshimiwa	PLACEHOLDER	ADJ;PL;LGSPEC9
heshimiwa	PLACEHOLDER	ADJ;PL;LGSPEC5
heshimiwa	PLACEHOLDER	ADJ;PL;LGSPEC2
heshimiwa	PLACEHOLDER	ADJ;SG;LGSPEC4
heshimiwa	PLACEHOLDER	ADJ;PL;LGSPEC3
heshimiwa	PLACEHOLDER	ADJ;SG;LGSPEC3
heshimiwa	PLACEHOLDER	ADJ;SG;LGSPEC1
heshimiwa	PLACEHOLDER	ADJ;PL;LGSPEC8
heshimiwa	PLACEHOLDER	ADJ;SG;LGSPEC9
imba	PLACEHOLDER	V;FIN;IND;PST;PRF;3;SG;LGSPEC1
imba	PLACEHOLDER	V;FIN;SUBJ;COM;PST;3;SG;LGSPEC2
imba	PLACEHOLDER	V;FIN;SUBJ;LGSPEC10;3;SG;LGSPEC2
imba	PLACEHOLDER	V;FIN;IND;PRES;3;PL;LGSPEC2
imba	PLACEHOLDER	V;FIN;INDF3;PL;LGSPEC1
imba	PLACEHOLDER	V;FIN;IND;LGSPEC10;3;PL;LGSPEC2
imba	PLACEHOLDER	V;FIN;IND;PST;PRF;3;PL;LGSPEC4
imba	PLACEHOLDER	V;FIN;IND;PST;3;PL;LGSPEC4
imba	PLACEHOLDER	V;FIN;IND;INDF3;SG;LGSPEC4
imba	PLACEHOLDER	V;FIN;SUBJ;PST;1;PL
